,age,age_bin,job,marital,education,points,y
17470,30,"(17.999, 30.0]",admin.,single,tertiary,7,no
17471,31,"(30.0, 33.0]",blue-collar,married,primary,4,no
17472,29,"(17.999, 30.0]",management,single,tertiary,8,no
17473,27,"(17.999, 30.0]",admin.,single,secondary,5,yes
17474,47,"(41.0, 47.0]",admin.,single,secondary,4,no
17475,47,"(41.0, 47.0]",blue-collar,married,primary,2,no
17476,40,"(37.0, 41.0]",admin.,single,secondary,5,no
17477,35,"(33.0, 37.0]",technician,married,secondary,3,no
17478,50,"(47.0, 54.0]",admin.,married,secondary,5,no
17479,44,"(41.0, 47.0]",blue-collar,married,secondary,7,no
17480,49,"(47.0, 54.0]",services,married,primary,4,no
17481,32,"(30.0, 33.0]",blue-collar,single,primary,4,no
17482,34,"(33.0, 37.0]",management,married,tertiary,5,no
17483,25,"(17.999, 30.0]",technician,single,secondary,3,no
17484,31,"(30.0, 33.0]",services,single,secondary,4,no
17485,27,"(17.999, 30.0]",blue-collar,single,primary,3,no
17486,56,"(54.0, 95.0]",management,divorced,tertiary,3,no
17487,44,"(41.0, 47.0]",admin.,married,secondary,4,no
17488,30,"(17.999, 30.0]",blue-collar,single,secondary,5,no
17489,46,"(41.0, 47.0]",admin.,married,secondary,3,no
17490,59,"(54.0, 95.0]",entrepreneur,divorced,secondary,3,no
17491,45,"(41.0, 47.0]",entrepreneur,married,primary,5,no
17492,50,"(47.0, 54.0]",technician,married,secondary,5,no
17493,41,"(37.0, 41.0]",technician,married,secondary,6,no
17494,36,"(33.0, 37.0]",blue-collar,divorced,primary,6,no
17495,43,"(41.0, 47.0]",blue-collar,married,secondary,6,no
17496,47,"(41.0, 47.0]",blue-collar,married,primary,5,no
17497,51,"(47.0, 54.0]",admin.,single,secondary,7,no
17498,35,"(33.0, 37.0]",unemployed,married,secondary,3,no
17499,44,"(41.0, 47.0]",blue-collar,married,secondary,5,no
17500,27,"(17.999, 30.0]",management,single,secondary,2,no
17501,39,"(37.0, 41.0]",technician,single,tertiary,4,no
17502,41,"(37.0, 41.0]",admin.,married,secondary,3,no
17503,47,"(41.0, 47.0]",management,single,tertiary,4,no
17504,31,"(30.0, 33.0]",self-employed,married,tertiary,3,no
17505,34,"(33.0, 37.0]",blue-collar,married,secondary,4,no
17506,29,"(17.999, 30.0]",technician,single,secondary,5,no
17507,46,"(41.0, 47.0]",entrepreneur,married,secondary,2,no
17508,58,"(54.0, 95.0]",retired,married,secondary,7,no
17509,37,"(33.0, 37.0]",services,married,secondary,3,no
17510,32,"(30.0, 33.0]",blue-collar,single,primary,6,no
17511,31,"(30.0, 33.0]",technician,single,tertiary,2,no
17512,36,"(33.0, 37.0]",management,single,tertiary,4,no
17513,57,"(54.0, 95.0]",services,married,primary,6,no
17514,32,"(30.0, 33.0]",blue-collar,married,secondary,4,no
17515,35,"(33.0, 37.0]",management,divorced,tertiary,5,no
17516,41,"(37.0, 41.0]",technician,married,tertiary,6,no
17517,37,"(33.0, 37.0]",admin.,married,secondary,4,no
17518,60,"(54.0, 95.0]",retired,married,secondary,4,no
17519,41,"(37.0, 41.0]",services,married,primary,5,no
17520,30,"(17.999, 30.0]",admin.,married,unknown,3,no
17521,56,"(54.0, 95.0]",services,married,secondary,5,no
17522,42,"(41.0, 47.0]",technician,divorced,secondary,2,no
17523,26,"(17.999, 30.0]",blue-collar,single,primary,4,no
17524,56,"(54.0, 95.0]",retired,married,secondary,8,no
17525,53,"(47.0, 54.0]",unemployed,married,primary,7,no
17526,56,"(54.0, 95.0]",retired,married,primary,4,no
17527,49,"(47.0, 54.0]",services,married,secondary,3,no
17528,47,"(41.0, 47.0]",services,married,secondary,6,no
17529,36,"(33.0, 37.0]",admin.,married,secondary,3,no
17530,44,"(41.0, 47.0]",technician,married,tertiary,7,no
17531,45,"(41.0, 47.0]",services,married,unknown,3,no
17532,30,"(17.999, 30.0]",technician,married,tertiary,5,no
17533,48,"(47.0, 54.0]",blue-collar,married,secondary,4,no
17534,59,"(54.0, 95.0]",management,married,secondary,4,no
17535,33,"(30.0, 33.0]",technician,married,tertiary,3,no
17536,58,"(54.0, 95.0]",retired,divorced,tertiary,7,no
17537,28,"(17.999, 30.0]",management,single,secondary,3,no
17538,55,"(54.0, 95.0]",services,married,secondary,5,no
17539,45,"(41.0, 47.0]",management,married,unknown,7,no
17540,59,"(54.0, 95.0]",admin.,divorced,primary,3,no
17541,40,"(37.0, 41.0]",management,married,tertiary,3,no
17542,46,"(41.0, 47.0]",unemployed,married,secondary,7,no
17543,42,"(41.0, 47.0]",technician,married,secondary,2,no
17544,44,"(41.0, 47.0]",management,single,primary,4,no
17545,53,"(47.0, 54.0]",blue-collar,married,unknown,8,no
17546,48,"(47.0, 54.0]",management,divorced,tertiary,8,yes
17547,58,"(54.0, 95.0]",services,married,secondary,4,no
17548,59,"(54.0, 95.0]",unemployed,married,primary,5,no
17549,28,"(17.999, 30.0]",management,single,secondary,7,no
17550,36,"(33.0, 37.0]",blue-collar,married,secondary,7,no
17551,59,"(54.0, 95.0]",entrepreneur,married,secondary,6,no
17552,54,"(47.0, 54.0]",entrepreneur,married,tertiary,5,no
17553,57,"(54.0, 95.0]",technician,married,secondary,4,no
17554,40,"(37.0, 41.0]",blue-collar,single,secondary,8,no
17555,30,"(17.999, 30.0]",management,single,tertiary,4,no
17556,45,"(41.0, 47.0]",technician,married,secondary,5,no
17557,42,"(41.0, 47.0]",blue-collar,single,secondary,8,no
17558,42,"(41.0, 47.0]",technician,divorced,tertiary,7,no
17559,58,"(54.0, 95.0]",management,married,tertiary,6,no
17560,47,"(41.0, 47.0]",housemaid,divorced,primary,5,no
17561,58,"(54.0, 95.0]",management,married,secondary,5,no
17562,46,"(41.0, 47.0]",management,married,secondary,3,no
17563,48,"(47.0, 54.0]",technician,married,unknown,8,no
17564,42,"(41.0, 47.0]",services,married,unknown,3,no
17565,49,"(47.0, 54.0]",self-employed,married,secondary,6,no
17566,51,"(47.0, 54.0]",admin.,married,secondary,4,no
17567,51,"(47.0, 54.0]",technician,married,secondary,3,no
17568,56,"(54.0, 95.0]",services,married,unknown,4,no
17569,47,"(41.0, 47.0]",entrepreneur,married,tertiary,5,no
17570,57,"(54.0, 95.0]",admin.,divorced,secondary,7,no
17571,51,"(47.0, 54.0]",blue-collar,married,secondary,8,no
17572,40,"(37.0, 41.0]",admin.,married,secondary,4,no
17573,41,"(37.0, 41.0]",blue-collar,married,secondary,6,no
17574,31,"(30.0, 33.0]",blue-collar,married,secondary,6,no
17575,56,"(54.0, 95.0]",blue-collar,married,unknown,8,no
17576,57,"(54.0, 95.0]",retired,married,primary,3,no
17577,51,"(47.0, 54.0]",management,divorced,tertiary,5,no
17578,32,"(30.0, 33.0]",services,single,secondary,5,no
17579,41,"(37.0, 41.0]",services,married,unknown,7,yes
17580,43,"(41.0, 47.0]",admin.,married,secondary,8,no
17581,45,"(41.0, 47.0]",blue-collar,married,primary,3,no
17582,41,"(37.0, 41.0]",management,single,tertiary,8,no
17583,50,"(47.0, 54.0]",management,married,tertiary,6,no
17584,44,"(41.0, 47.0]",technician,married,secondary,6,no
17585,48,"(47.0, 54.0]",admin.,married,secondary,4,no
17586,36,"(33.0, 37.0]",management,single,tertiary,4,no
17587,50,"(47.0, 54.0]",unemployed,married,secondary,7,no
17588,51,"(47.0, 54.0]",blue-collar,divorced,primary,4,yes
17589,46,"(41.0, 47.0]",blue-collar,married,primary,5,no
17590,59,"(54.0, 95.0]",management,divorced,tertiary,8,no
17591,48,"(47.0, 54.0]",management,married,tertiary,7,no
17592,56,"(54.0, 95.0]",technician,married,secondary,5,no
17593,51,"(47.0, 54.0]",entrepreneur,married,tertiary,5,no
17594,26,"(17.999, 30.0]",technician,single,secondary,4,no
17595,34,"(33.0, 37.0]",services,married,secondary,3,no
17596,29,"(17.999, 30.0]",technician,single,tertiary,3,no
17597,47,"(41.0, 47.0]",services,single,secondary,7,no
17598,49,"(47.0, 54.0]",admin.,divorced,secondary,6,no
17599,43,"(41.0, 47.0]",blue-collar,married,secondary,7,no
17600,54,"(47.0, 54.0]",management,divorced,tertiary,6,no
17601,42,"(41.0, 47.0]",admin.,single,secondary,4,no
17602,55,"(54.0, 95.0]",management,single,tertiary,7,no
17603,39,"(37.0, 41.0]",management,single,tertiary,7,no
17604,38,"(37.0, 41.0]",unemployed,married,tertiary,8,no
17605,42,"(41.0, 47.0]",self-employed,married,secondary,6,no
17606,51,"(47.0, 54.0]",admin.,divorced,secondary,3,no
17607,41,"(37.0, 41.0]",technician,married,secondary,7,no
17608,53,"(47.0, 54.0]",self-employed,married,tertiary,7,no
17609,30,"(17.999, 30.0]",management,single,tertiary,6,no
17610,44,"(41.0, 47.0]",blue-collar,divorced,secondary,6,no
17611,42,"(41.0, 47.0]",management,married,secondary,7,no
17612,51,"(47.0, 54.0]",unemployed,married,primary,4,no
17613,59,"(54.0, 95.0]",technician,married,primary,5,no
17614,43,"(41.0, 47.0]",entrepreneur,married,tertiary,5,no
17615,59,"(54.0, 95.0]",retired,married,tertiary,8,no
17616,54,"(47.0, 54.0]",services,married,secondary,6,no
17617,29,"(17.999, 30.0]",entrepreneur,single,tertiary,4,no
17618,53,"(47.0, 54.0]",unemployed,married,secondary,5,no
17619,58,"(54.0, 95.0]",blue-collar,married,primary,3,no
17620,54,"(47.0, 54.0]",blue-collar,married,primary,7,no
17621,42,"(41.0, 47.0]",admin.,single,secondary,8,no
17623,41,"(37.0, 41.0]",unemployed,married,secondary,6,no
17624,59,"(54.0, 95.0]",admin.,divorced,secondary,7,no
17625,45,"(41.0, 47.0]",entrepreneur,married,tertiary,3,no
17626,39,"(37.0, 41.0]",services,married,secondary,6,no
17627,59,"(54.0, 95.0]",retired,married,primary,3,no
17628,50,"(47.0, 54.0]",admin.,married,secondary,5,no
17629,45,"(41.0, 47.0]",unemployed,married,secondary,7,no
17630,38,"(37.0, 41.0]",technician,single,secondary,7,no
17631,42,"(41.0, 47.0]",technician,single,unknown,8,no
17632,36,"(33.0, 37.0]",management,married,tertiary,3,no
17633,48,"(47.0, 54.0]",admin.,married,secondary,7,no
17634,57,"(54.0, 95.0]",services,married,primary,8,no
17635,45,"(41.0, 47.0]",management,divorced,tertiary,7,no
17636,38,"(37.0, 41.0]",technician,single,secondary,7,no
17637,45,"(41.0, 47.0]",management,divorced,tertiary,8,no
17638,26,"(17.999, 30.0]",blue-collar,single,secondary,2,no
17639,32,"(30.0, 33.0]",services,married,secondary,8,no
17640,33,"(30.0, 33.0]",technician,single,secondary,5,no
17641,36,"(33.0, 37.0]",housemaid,married,primary,4,no
17642,42,"(41.0, 47.0]",technician,single,tertiary,8,yes
17643,26,"(17.999, 30.0]",blue-collar,single,secondary,4,no
17644,42,"(41.0, 47.0]",unemployed,married,secondary,4,no
17645,47,"(41.0, 47.0]",blue-collar,married,secondary,5,no
17646,32,"(30.0, 33.0]",technician,married,secondary,5,no
17647,56,"(54.0, 95.0]",blue-collar,married,secondary,5,no
17648,49,"(47.0, 54.0]",admin.,divorced,secondary,5,no
17649,56,"(54.0, 95.0]",blue-collar,divorced,secondary,7,no
17650,41,"(37.0, 41.0]",entrepreneur,married,secondary,6,no
17651,42,"(41.0, 47.0]",technician,single,secondary,6,no
17652,52,"(47.0, 54.0]",blue-collar,married,primary,6,no
17653,55,"(54.0, 95.0]",services,married,secondary,5,no
17654,46,"(41.0, 47.0]",self-employed,married,tertiary,7,no
17655,32,"(30.0, 33.0]",admin.,single,tertiary,4,no
17656,39,"(37.0, 41.0]",services,married,secondary,5,no
17657,46,"(41.0, 47.0]",technician,married,tertiary,4,no
17658,44,"(41.0, 47.0]",technician,married,secondary,5,no
17659,39,"(37.0, 41.0]",blue-collar,divorced,secondary,5,no
17660,55,"(54.0, 95.0]",self-employed,divorced,secondary,4,no
17661,52,"(47.0, 54.0]",technician,married,secondary,6,no
17662,58,"(54.0, 95.0]",technician,married,secondary,6,no
17663,36,"(33.0, 37.0]",unemployed,married,secondary,3,no
17664,35,"(33.0, 37.0]",admin.,married,secondary,4,no
17665,48,"(47.0, 54.0]",blue-collar,single,primary,6,no
17666,41,"(37.0, 41.0]",admin.,divorced,secondary,4,no
17667,51,"(47.0, 54.0]",management,married,tertiary,2,no
17668,47,"(41.0, 47.0]",technician,single,secondary,7,no
17669,51,"(47.0, 54.0]",services,divorced,secondary,5,no
17670,51,"(47.0, 54.0]",blue-collar,married,primary,4,no
17671,43,"(41.0, 47.0]",entrepreneur,married,tertiary,2,no
17672,45,"(41.0, 47.0]",management,married,primary,8,no
17673,49,"(47.0, 54.0]",management,married,secondary,7,no
17674,58,"(54.0, 95.0]",retired,married,primary,8,no
17675,45,"(41.0, 47.0]",housemaid,married,primary,8,no
17676,54,"(47.0, 54.0]",housemaid,married,primary,5,no
17677,52,"(47.0, 54.0]",admin.,married,secondary,6,no
17678,39,"(37.0, 41.0]",admin.,married,secondary,6,no
17679,34,"(33.0, 37.0]",technician,single,secondary,5,no
17680,58,"(54.0, 95.0]",retired,divorced,secondary,4,no
17681,51,"(47.0, 54.0]",services,single,secondary,5,no
17682,34,"(33.0, 37.0]",services,divorced,secondary,7,no
17683,34,"(33.0, 37.0]",management,single,tertiary,7,no
17684,38,"(37.0, 41.0]",admin.,married,secondary,6,no
17685,48,"(47.0, 54.0]",unemployed,married,primary,4,no
17686,37,"(33.0, 37.0]",unemployed,married,tertiary,7,no
17687,46,"(41.0, 47.0]",entrepreneur,married,secondary,4,no
17688,42,"(41.0, 47.0]",blue-collar,divorced,primary,7,no
17689,52,"(47.0, 54.0]",blue-collar,married,secondary,6,no
17690,44,"(41.0, 47.0]",management,married,tertiary,3,no
17691,34,"(33.0, 37.0]",admin.,married,secondary,3,no
17692,29,"(17.999, 30.0]",management,single,tertiary,3,no
17693,25,"(17.999, 30.0]",services,single,unknown,6,no
17694,39,"(37.0, 41.0]",housemaid,married,secondary,3,no
17695,41,"(37.0, 41.0]",unemployed,married,secondary,5,no
17696,48,"(47.0, 54.0]",management,married,primary,6,no
17697,33,"(30.0, 33.0]",blue-collar,married,secondary,4,yes
17698,49,"(47.0, 54.0]",self-employed,married,tertiary,8,no
17699,54,"(47.0, 54.0]",blue-collar,married,primary,4,no
17700,50,"(47.0, 54.0]",services,married,unknown,7,no
17701,49,"(47.0, 54.0]",management,married,unknown,4,no
17702,27,"(17.999, 30.0]",admin.,single,secondary,3,no
17703,57,"(54.0, 95.0]",services,married,secondary,6,no
17705,36,"(33.0, 37.0]",admin.,married,secondary,3,no
17706,45,"(41.0, 47.0]",management,single,tertiary,8,no
17707,53,"(47.0, 54.0]",admin.,married,secondary,7,no
17708,27,"(17.999, 30.0]",blue-collar,single,secondary,4,no
17709,58,"(54.0, 95.0]",retired,divorced,secondary,6,yes
17710,25,"(17.999, 30.0]",services,single,secondary,4,no
17711,36,"(33.0, 37.0]",technician,married,tertiary,4,no
17712,57,"(54.0, 95.0]",retired,married,tertiary,5,no
17713,43,"(41.0, 47.0]",unemployed,married,primary,7,no
17714,47,"(41.0, 47.0]",management,married,tertiary,7,no
17715,57,"(54.0, 95.0]",admin.,married,secondary,5,no
17716,48,"(47.0, 54.0]",services,married,secondary,7,no
17717,55,"(54.0, 95.0]",retired,married,secondary,6,no
17718,59,"(54.0, 95.0]",management,married,tertiary,7,no
17719,33,"(30.0, 33.0]",blue-collar,married,secondary,3,no
17720,42,"(41.0, 47.0]",entrepreneur,married,tertiary,7,no
17721,40,"(37.0, 41.0]",management,married,tertiary,8,no
17722,52,"(47.0, 54.0]",admin.,single,secondary,8,no
17723,35,"(33.0, 37.0]",blue-collar,divorced,primary,4,no
17724,47,"(41.0, 47.0]",admin.,single,secondary,7,no
17725,29,"(17.999, 30.0]",blue-collar,married,primary,3,no
17726,45,"(41.0, 47.0]",services,married,secondary,3,no
17727,49,"(47.0, 54.0]",admin.,divorced,secondary,3,no
17728,36,"(33.0, 37.0]",self-employed,married,tertiary,8,no
17729,47,"(41.0, 47.0]",unemployed,married,secondary,6,yes
17730,43,"(41.0, 47.0]",blue-collar,married,primary,8,no
17731,44,"(41.0, 47.0]",technician,married,primary,8,no
17732,29,"(17.999, 30.0]",management,single,tertiary,2,no
17733,30,"(17.999, 30.0]",blue-collar,married,secondary,4,no
17734,35,"(33.0, 37.0]",blue-collar,married,primary,2,no
17735,50,"(47.0, 54.0]",management,married,secondary,8,no
17736,53,"(47.0, 54.0]",technician,married,unknown,8,no
17737,54,"(47.0, 54.0]",admin.,married,unknown,6,no
17738,31,"(30.0, 33.0]",management,married,tertiary,6,no
17740,40,"(37.0, 41.0]",management,married,unknown,3,no
17741,59,"(54.0, 95.0]",housemaid,married,tertiary,3,no
17742,57,"(54.0, 95.0]",management,married,tertiary,7,no
17743,47,"(41.0, 47.0]",technician,married,secondary,6,no
17744,36,"(33.0, 37.0]",blue-collar,married,primary,4,no
17745,52,"(47.0, 54.0]",management,divorced,tertiary,4,no
17746,57,"(54.0, 95.0]",management,married,tertiary,4,no
17747,45,"(41.0, 47.0]",blue-collar,married,primary,4,no
17748,55,"(54.0, 95.0]",technician,divorced,tertiary,7,no
17749,35,"(33.0, 37.0]",admin.,single,secondary,8,no
17750,41,"(37.0, 41.0]",unemployed,married,primary,4,no
17751,36,"(33.0, 37.0]",technician,single,secondary,4,no
17752,41,"(37.0, 41.0]",unemployed,single,secondary,6,no
17753,43,"(41.0, 47.0]",unemployed,married,tertiary,2,no
17754,32,"(30.0, 33.0]",technician,married,secondary,3,no
17755,32,"(30.0, 33.0]",services,married,primary,4,no
17756,59,"(54.0, 95.0]",services,married,primary,8,no
17757,40,"(37.0, 41.0]",management,divorced,tertiary,6,no
17758,52,"(47.0, 54.0]",retired,married,tertiary,6,no
17759,48,"(47.0, 54.0]",blue-collar,divorced,secondary,8,no
17760,30,"(17.999, 30.0]",blue-collar,married,secondary,3,no
17761,32,"(30.0, 33.0]",technician,married,secondary,4,no
17762,58,"(54.0, 95.0]",admin.,married,secondary,4,yes
17763,56,"(54.0, 95.0]",technician,married,secondary,6,no
17764,60,"(54.0, 95.0]",self-employed,married,primary,5,yes
17765,28,"(17.999, 30.0]",housemaid,single,primary,3,no
17767,29,"(17.999, 30.0]",technician,single,tertiary,3,no
17768,36,"(33.0, 37.0]",admin.,single,secondary,5,no
17769,53,"(47.0, 54.0]",technician,married,secondary,8,no
17770,49,"(47.0, 54.0]",admin.,married,secondary,4,no
17771,56,"(54.0, 95.0]",retired,married,primary,3,no
17772,34,"(33.0, 37.0]",blue-collar,single,primary,5,no
17773,28,"(17.999, 30.0]",technician,married,tertiary,4,no
17774,45,"(41.0, 47.0]",technician,married,tertiary,8,no
17775,26,"(17.999, 30.0]",self-employed,divorced,secondary,4,no
17776,56,"(54.0, 95.0]",housemaid,married,secondary,6,no
17777,31,"(30.0, 33.0]",admin.,married,secondary,3,no
17778,54,"(47.0, 54.0]",housemaid,divorced,tertiary,3,no
17779,49,"(47.0, 54.0]",management,married,secondary,5,no
17780,41,"(37.0, 41.0]",blue-collar,married,secondary,3,yes
17781,55,"(54.0, 95.0]",technician,married,secondary,4,no
17782,30,"(17.999, 30.0]",management,single,tertiary,4,no
17783,47,"(41.0, 47.0]",management,married,tertiary,8,no
17784,41,"(37.0, 41.0]",technician,married,tertiary,4,no
17785,39,"(37.0, 41.0]",entrepreneur,married,tertiary,4,no
17786,47,"(41.0, 47.0]",housemaid,divorced,primary,6,no
17787,49,"(47.0, 54.0]",blue-collar,married,primary,7,no
17788,58,"(54.0, 95.0]",retired,married,secondary,5,no
17789,42,"(41.0, 47.0]",blue-collar,married,secondary,6,no
17790,54,"(47.0, 54.0]",technician,married,secondary,7,no
17791,29,"(17.999, 30.0]",services,married,secondary,3,no
17792,42,"(41.0, 47.0]",management,divorced,tertiary,7,no
17793,42,"(41.0, 47.0]",blue-collar,married,primary,7,no
17794,46,"(41.0, 47.0]",admin.,married,secondary,5,yes
17795,59,"(54.0, 95.0]",management,married,secondary,7,no
17796,39,"(37.0, 41.0]",blue-collar,married,secondary,8,no
17797,33,"(30.0, 33.0]",self-employed,married,secondary,4,no
17798,40,"(37.0, 41.0]",housemaid,married,primary,4,no
17799,28,"(17.999, 30.0]",services,married,tertiary,5,no
17800,32,"(30.0, 33.0]",technician,married,tertiary,3,no
17801,44,"(41.0, 47.0]",housemaid,married,primary,4,no
17802,49,"(47.0, 54.0]",admin.,married,secondary,2,no
17803,49,"(47.0, 54.0]",blue-collar,divorced,primary,3,no
17804,33,"(30.0, 33.0]",admin.,married,tertiary,4,no
17805,48,"(47.0, 54.0]",blue-collar,married,primary,6,no
17806,41,"(37.0, 41.0]",management,married,tertiary,5,no
17807,35,"(33.0, 37.0]",management,married,tertiary,3,no
17808,47,"(41.0, 47.0]",management,single,tertiary,8,no
17809,35,"(33.0, 37.0]",technician,married,secondary,6,no
17810,43,"(41.0, 47.0]",management,married,tertiary,7,no
17811,47,"(41.0, 47.0]",entrepreneur,divorced,secondary,2,no
17812,44,"(41.0, 47.0]",housemaid,married,primary,5,no
17813,44,"(41.0, 47.0]",technician,divorced,secondary,8,no
17814,39,"(37.0, 41.0]",technician,married,secondary,6,no
17815,56,"(54.0, 95.0]",retired,divorced,secondary,3,no
17816,26,"(17.999, 30.0]",services,single,secondary,4,no
17817,51,"(47.0, 54.0]",housemaid,married,unknown,5,no
17818,39,"(37.0, 41.0]",services,married,secondary,6,no
17819,32,"(30.0, 33.0]",admin.,married,secondary,7,no
17820,45,"(41.0, 47.0]",services,married,secondary,3,no
17821,37,"(33.0, 37.0]",admin.,married,secondary,4,no
17822,43,"(41.0, 47.0]",entrepreneur,single,tertiary,6,no
17823,42,"(41.0, 47.0]",self-employed,married,secondary,6,no
17824,54,"(47.0, 54.0]",services,married,secondary,8,no
17825,34,"(33.0, 37.0]",technician,married,tertiary,6,no
17826,58,"(54.0, 95.0]",housemaid,divorced,primary,8,no
17827,39,"(37.0, 41.0]",admin.,married,tertiary,8,no
17828,41,"(37.0, 41.0]",blue-collar,married,secondary,6,no
17829,54,"(47.0, 54.0]",technician,married,primary,7,no
17830,48,"(47.0, 54.0]",management,single,tertiary,6,no
17831,47,"(41.0, 47.0]",services,single,secondary,6,no
17832,60,"(54.0, 95.0]",management,married,tertiary,7,no
17833,51,"(47.0, 54.0]",blue-collar,married,secondary,5,no
17834,31,"(30.0, 33.0]",entrepreneur,single,tertiary,5,no
17835,53,"(47.0, 54.0]",self-employed,married,secondary,5,no
17836,60,"(54.0, 95.0]",self-employed,single,tertiary,4,no
17837,52,"(47.0, 54.0]",services,divorced,primary,2,no
17838,58,"(54.0, 95.0]",retired,divorced,tertiary,7,no
17839,52,"(47.0, 54.0]",services,married,secondary,3,no
17840,35,"(33.0, 37.0]",technician,married,secondary,7,no
17841,48,"(47.0, 54.0]",management,married,tertiary,6,no
17842,39,"(37.0, 41.0]",management,married,tertiary,3,no
17843,49,"(47.0, 54.0]",services,divorced,secondary,6,no
17844,43,"(41.0, 47.0]",unemployed,married,secondary,7,no
17846,28,"(17.999, 30.0]",services,married,secondary,5,no
17847,32,"(30.0, 33.0]",technician,married,secondary,3,no
17848,56,"(54.0, 95.0]",services,divorced,secondary,7,no
17849,58,"(54.0, 95.0]",unemployed,married,secondary,5,no
17850,52,"(47.0, 54.0]",management,married,tertiary,7,no
17851,58,"(54.0, 95.0]",services,married,secondary,2,no
17852,56,"(54.0, 95.0]",blue-collar,married,secondary,7,no
17853,50,"(47.0, 54.0]",blue-collar,married,secondary,6,no
17854,44,"(41.0, 47.0]",management,married,tertiary,7,no
17855,30,"(17.999, 30.0]",services,married,primary,6,no
17856,25,"(17.999, 30.0]",technician,single,secondary,4,no
17857,31,"(30.0, 33.0]",blue-collar,single,unknown,3,no
17858,27,"(17.999, 30.0]",technician,married,secondary,3,no
17859,52,"(47.0, 54.0]",admin.,married,secondary,7,no
17860,52,"(47.0, 54.0]",blue-collar,single,primary,7,no
17861,37,"(33.0, 37.0]",technician,single,secondary,4,no
17862,25,"(17.999, 30.0]",services,single,secondary,3,no
17863,33,"(30.0, 33.0]",services,married,secondary,3,no
17864,57,"(54.0, 95.0]",retired,married,primary,7,no
17865,41,"(37.0, 41.0]",blue-collar,married,primary,3,no
17866,51,"(47.0, 54.0]",retired,married,secondary,7,no
17867,58,"(54.0, 95.0]",retired,married,primary,8,no
17868,39,"(37.0, 41.0]",admin.,married,secondary,6,no
17869,26,"(17.999, 30.0]",technician,single,secondary,3,no
17870,50,"(47.0, 54.0]",admin.,married,secondary,8,yes
17871,51,"(47.0, 54.0]",technician,divorced,unknown,7,no
17872,38,"(37.0, 41.0]",management,single,tertiary,7,no
17873,46,"(41.0, 47.0]",housemaid,married,secondary,4,yes
17874,56,"(54.0, 95.0]",entrepreneur,divorced,tertiary,7,no
17875,27,"(17.999, 30.0]",technician,single,secondary,5,no
17876,33,"(30.0, 33.0]",unemployed,married,secondary,4,no
17877,42,"(41.0, 47.0]",management,married,secondary,4,no
17878,47,"(41.0, 47.0]",management,single,tertiary,4,yes
17879,27,"(17.999, 30.0]",blue-collar,single,primary,3,no
17880,28,"(17.999, 30.0]",blue-collar,single,primary,6,no
17881,49,"(47.0, 54.0]",admin.,divorced,secondary,3,no
17882,42,"(41.0, 47.0]",admin.,married,secondary,7,no
17883,41,"(37.0, 41.0]",management,married,tertiary,3,no
17884,55,"(54.0, 95.0]",services,married,unknown,6,no
17885,49,"(47.0, 54.0]",management,married,tertiary,8,no
17886,26,"(17.999, 30.0]",admin.,single,secondary,2,no
17887,43,"(41.0, 47.0]",blue-collar,married,secondary,5,no
17888,59,"(54.0, 95.0]",retired,single,secondary,7,no
17889,34,"(33.0, 37.0]",management,married,tertiary,3,no
17890,60,"(54.0, 95.0]",retired,divorced,secondary,7,no
17891,56,"(54.0, 95.0]",retired,divorced,primary,7,no
17892,45,"(41.0, 47.0]",blue-collar,married,unknown,8,no
17893,39,"(37.0, 41.0]",admin.,divorced,secondary,4,no
17894,58,"(54.0, 95.0]",management,married,tertiary,4,no
17895,58,"(54.0, 95.0]",retired,married,secondary,5,no
17896,41,"(37.0, 41.0]",management,married,tertiary,8,no
17897,44,"(41.0, 47.0]",blue-collar,married,secondary,4,yes
17898,33,"(30.0, 33.0]",blue-collar,married,secondary,7,no
17899,46,"(41.0, 47.0]",self-employed,divorced,tertiary,4,yes
17900,55,"(54.0, 95.0]",blue-collar,married,unknown,7,no
17901,40,"(37.0, 41.0]",blue-collar,married,primary,7,no
17902,33,"(30.0, 33.0]",entrepreneur,married,tertiary,5,no
17903,36,"(33.0, 37.0]",services,married,secondary,4,yes
17904,47,"(41.0, 47.0]",admin.,single,secondary,3,no
17905,42,"(41.0, 47.0]",technician,single,secondary,7,no
17906,45,"(41.0, 47.0]",admin.,married,secondary,8,no
17907,44,"(41.0, 47.0]",management,married,secondary,8,no
17908,45,"(41.0, 47.0]",admin.,divorced,secondary,7,no
17909,51,"(47.0, 54.0]",housemaid,married,tertiary,5,no
17910,36,"(33.0, 37.0]",technician,married,secondary,6,no
17911,36,"(33.0, 37.0]",unemployed,single,unknown,8,no
17912,39,"(37.0, 41.0]",blue-collar,married,unknown,6,yes
17913,51,"(47.0, 54.0]",services,divorced,secondary,4,no
17914,52,"(47.0, 54.0]",blue-collar,married,secondary,6,no
17915,35,"(33.0, 37.0]",self-employed,divorced,secondary,8,no
17916,48,"(47.0, 54.0]",technician,married,secondary,7,no
17917,43,"(41.0, 47.0]",blue-collar,married,primary,6,no
17918,39,"(37.0, 41.0]",technician,married,secondary,2,no
17919,54,"(47.0, 54.0]",blue-collar,married,secondary,7,no
17920,38,"(37.0, 41.0]",unemployed,single,secondary,8,no
17921,47,"(41.0, 47.0]",blue-collar,married,primary,6,no
